"dispnum3","incidnum3","stday","stmon","styear","endday","endmon","endyear","duration","tbi","fatality","fatalpre","action","hostlev","numa","revtype1","revtype2","version"
3551,3551001,16,7,1992,16,7,1992,1,128,0,0,7,3,13,2,0,"gml-2.1"
3551,3551002,21,11,1992,24,9,1996,1404,-9,0,0,13,4,9,2,0,"gml-2.1"
3551,3551003,-9,1,1993,-9,1,1993,-9,-9,0,0,7,3,3,2,0,"gml-2.1"
3551,3551004,14,1,1993,-9,1,1993,-9,-9,0,0,7,3,1,2,0,"gml-2.1"
3551,3551005,30,1,1993,30,1,1993,1,4,0,0,15,4,1,2,0,"gml-2.1"
3551,3551006,3,2,1993,3,2,1993,1,25,0,0,15,4,1,2,0,"gml-2.1"
3551,3551007,28,2,1993,28,2,1993,1,43,0,0,1,2,1,2,0,"gml-2.1"
3551,3551008,12,4,1993,12,4,1993,1,19,0,0,7,3,3,2,0,"gml-2.1"
3551,3551009,1,5,1993,1,11,1993,185,-14,0,0,13,4,1,2,0,"gml-2.1"
3551,3551010,18,10,1993,18,10,1993,1,-9,0,0,1,2,1,2,0,"gml-2.1"
3552,3552001,27,7,1992,27,7,1992,1,6,0,0,7,3,1,2,0,"gml-2.1"
3552,3552002,2,8,1992,2,8,1992,1,1,0,0,8,3,1,2,0,"gml-2.1"
3552,3552003,3,8,1992,24,8,1992,22,2,0,0,7,3,2,2,0,"gml-2.1"
3552,3552004,26,8,1992,26,8,1992,1,124,0,0,7,3,3,2,0,"gml-2.1"
3552,3552005,28,12,1992,28,12,1992,1,7,1,-9,16,4,1,2,0,"gml-2.1"
3552,3552006,4,1,1993,4,1,1993,1,2,0,0,7,3,1,2,0,"gml-2.1"
3552,3552007,6,1,1993,6,1,1993,1,1,0,0,1,2,4,2,1,"gml-2.1"
3552,3552008,7,1,1993,9,1,1993,3,1,0,0,8,3,1,2,0,"gml-2.1"
3552,3552009,10,1,1993,10,1,1993,1,1,0,0,8,3,1,2,0,"gml-2.1"
3552,3552010,11,1,1993,11,1,1993,1,1,0,0,7,3,1,2,4,"gml-2.1"
3552,3552011,12,1,1993,12,1,1993,1,1,0,0,8,3,3,2,0,"gml-2.1"
3552,3552012,13,1,1993,13,1,1993,1,0,1,17,17,4,3,4,0,"gml-2.1"
3552,3552013,13,1,1993,13,1,1993,1,1,0,0,1,2,1,2,0,"gml-2.1"
3552,3552014,14,1,1993,14,1,1993,1,1,0,0,1,2,4,2,0,"gml-2.1"
3552,3552015,15,1,1993,15,1,1993,1,1,0,0,1,2,1,2,0,"gml-2.1"
3552,3552016,16,1,1993,16,1,1993,1,1,0,0,1,2,1,2,0,"gml-2.1"
3552,3552017,17,1,1993,21,1,1993,5,-4,-9,-9,17,4,1,2,0,"gml-2.1"
3552,3552018,17,1,1993,17,1,1993,1,0,-9,-9,17,4,1,4,0,"gml-2.1"
3552,3552019,17,1,1993,19,1,1993,3,-2,1,-9,16,4,3,2,0,"gml-2.1"
3552,3552020,17,1,1993,17,1,1993,1,1,1,1,17,4,1,2,0,"gml-2.1"
3552,3552021,18,1,1993,18,1,1993,1,3,-9,-9,16,4,3,4,0,"gml-2.1"
3552,3552022,21,1,1993,21,1,1993,1,1,0,0,16,4,2,2,0,"gml-2.1"
3552,3552023,22,1,1993,22,1,1993,1,1,-9,-9,16,4,1,2,0,"gml-2.1"
3552,3552024,23,1,1993,23,1,1993,1,76,-9,-9,17,4,1,2,0,"gml-2.1"
3552,3552025,9,4,1993,9,4,1993,1,9,-9,-9,17,4,1,2,0,"gml-2.1"
3552,3552026,18,4,1993,18,4,1993,1,1,-9,-9,16,4,1,2,0,"gml-2.1"
3552,3552027,19,4,1993,19,4,1993,1,71,-9,-9,16,4,1,2,0,"gml-2.1"
3552,3552028,29,6,1993,29,6,1993,1,0,0,0,7,3,1,2,3,"gml-2.1"
3552,3552029,29,6,1993,29,6,1993,1,2,-9,-9,16,4,1,2,0,"gml-2.1"
3552,3552030,1,7,1993,4,7,1993,4,20,0,0,16,4,1,2,0,"gml-2.1"
3552,3552031,24,7,1993,24,7,1993,1,26,-9,-9,16,4,1,2,0,"gml-2.1"
3552,3552032,19,8,1993,19,8,1993,1,126,-9,-9,17,4,1,2,0,"gml-2.1"
3552,3552033,23,12,1993,23,12,1993,1,-9,0,0,17,4,1,2,0,"gml-2.1"
3555,3555001,20,1,1992,20,1,1992,1,3,-9,-9,17,4,1,1,0,"gml-2.1"
3555,3555002,23,1,1992,23,1,1992,1,33,0,0,12,3,1,1,0,"gml-2.1"
3555,3555003,25,2,1992,29,2,1992,5,6,1,-9,17,4,1,1,0,"gml-2.1"
3555,3555004,6,3,1992,8,4,1992,34,3,2,-9,17,4,1,1,0,"gml-2.1"
3555,3555005,11,4,1992,11,4,1992,1,10,-9,-9,17,4,1,1,0,"gml-2.1"
3555,3555006,21,4,1992,21,4,1992,1,2,1,1,16,4,1,1,0,"gml-2.1"
3555,3555007,23,4,1992,23,4,1992,1,1,-9,-9,17,4,1,1,0,"gml-2.1"
3555,3555008,24,4,1992,24,4,1992,1,77,2,-9,17,4,1,1,0,"gml-2.1"
3555,3555009,10,7,1992,10,7,1992,1,-9,0,0,11,3,1,1,0,"gml-2.1"
3556,3556001,20,10,1992,28,10,1992,9,-2,1,-9,17,4,1,1,0,"gml-2.1"
3556,3556002,26,10,1992,26,10,1992,1,-9,0,0,11,3,1,1,2,"gml-2.1"
3557,3557001,6,4,1992,6,4,1992,1,8,0,0,7,3,1,2,0,"gml-2.1"
3557,3557002,14,4,1992,14,4,1992,1,6,-9,-9,17,4,1,1,0,"gml-2.1"
3557,3557003,20,4,1992,22,4,1992,3,10,-9,-9,17,4,1,1,0,"gml-2.1"
3557,3557004,2,5,1992,2,5,1992,1,6,-9,-9,17,4,1,1,0,"gml-2.1"
3557,3557005,8,5,1992,8,5,1992,1,3,0,0,16,4,1,1,0,"gml-2.1"
3557,3557006,11,5,1992,11,5,1992,1,17,-9,-9,17,4,1,1,0,"gml-2.1"
3557,3557007,28,5,1992,28,5,1992,1,89,-9,-9,17,4,1,1,0,"gml-2.1"
3557,3557008,25,8,1992,25,8,1992,1,112,-9,-9,16,4,1,1,0,"gml-2.1"
3557,3557009,15,12,1992,15,12,1992,1,33,-9,-9,16,4,1,1,0,"gml-2.1"
3557,3557010,17,1,1993,18,1,1993,2,7,-9,-9,17,4,1,1,0,"gml-2.1"
3557,3557011,25,1,1993,25,1,1993,1,-9,0,0,8,3,1,1,0,"gml-2.1"
3561,3561001,13,6,1992,13,6,1992,1,5,1,15,17,4,1,2,0,"gml-2.1"
3561,3561002,18,6,1992,18,6,1992,1,108,1,-9,16,4,1,2,0,"gml-2.1"
3561,3561003,4,10,1992,4,10,1992,1,1,0,0,1,2,1,2,0,"gml-2.1"
3561,3561004,5,10,1992,5,10,1992,1,0,0,0,11,3,1,2,0,"gml-2.1"
3561,3561005,5,10,1992,5,10,1992,1,60,0,0,7,3,1,2,0,"gml-2.1"
3561,3561006,4,12,1992,4,12,1992,1,2,0,0,16,4,1,2,0,"gml-2.1"
3561,3561007,6,12,1992,6,12,1992,1,8,1,0,17,4,1,2,0,"gml-2.1"
3561,3561008,14,12,1992,14,12,1992,1,3,1,-9,16,4,1,2,0,"gml-2.1"
3561,3561009,17,12,1992,17,12,1992,1,65,0,0,8,3,1,2,0,"gml-2.1"
3561,3561010,20,2,1993,20,2,1993,1,0,-9,-9,16,4,1,2,1,"gml-2.1"
3561,3561011,20,2,1993,20,2,1993,1,21,-9,-9,16,4,1,1,0,"gml-2.1"
3561,3561012,13,3,1993,13,3,1993,1,3,-9,-9,16,4,1,2,0,"gml-2.1"
3561,3561013,16,3,1993,18,3,1993,3,-2,0,0,10,3,1,2,1,"gml-2.1"
3561,3561014,16,3,1993,16,3,1993,1,0,0,0,8,3,1,2,0,"gml-2.1"
3561,3561015,16,3,1993,16,3,1993,1,1,-9,-9,16,4,1,2,0,"gml-2.1"
3561,3561016,17,3,1993,17,3,1993,1,1,-9,-9,16,4,1,2,1,"gml-2.1"
3561,3561017,18,3,1993,18,3,1993,1,1,0,0,1,2,1,2,0,"gml-2.1"
3561,3561018,19,3,1993,19,3,1993,1,0,0,0,12,3,1,2,1,"gml-2.1"
3561,3561019,19,3,1993,19,3,1993,1,13,1,1,16,4,1,2,0,"gml-2.1"
3561,3561020,1,4,1993,1,4,1993,1,1,-9,-9,17,4,1,2,0,"gml-2.1"
3561,3561021,2,4,1993,2,4,1993,1,90,0,0,1,2,1,2,0,"gml-2.1"
3561,3561022,1,7,1993,1,7,1993,1,1,-9,-9,17,4,1,2,0,"gml-2.1"
3561,3561023,2,7,1993,2,7,1993,1,1,0,0,12,3,1,2,0,"gml-2.1"
3561,3561024,3,7,1993,3,7,1993,1,115,-9,-9,16,4,1,2,0,"gml-2.1"
3561,3561025,26,10,1993,26,10,1993,1,0,0,0,16,4,1,2,0,"gml-2.1"
3561,3561026,26,10,1993,26,10,1993,1,-9,0,0,7,3,1,2,0,"gml-2.1"
3564,3564001,26,1,1992,26,1,1992,1,7,-9,-9,17,4,1,1,0,"gml-2.1"
3564,3564002,2,2,1992,23,2,1992,22,3,-9,-9,17,4,1,1,0,"gml-2.1"
3564,3564003,26,2,1992,7,3,1992,11,47,3,200,17,4,1,1,0,"gml-2.1"
3564,3564004,23,4,1992,26,4,1992,4,8,-9,-9,17,4,1,1,0,"gml-2.1"
3564,3564005,4,5,1992,4,5,1992,1,4,2,43,17,4,1,1,0,"gml-2.1"
3564,3564006,8,5,1992,8,5,1992,1,2,-9,-9,17,4,1,1,0,"gml-2.1"
3564,3564007,10,5,1992,10,5,1992,1,7,3,120,17,4,1,1,0,"gml-2.1"
3564,3564008,17,5,1992,21,5,1992,5,23,1,21,17,4,1,1,0,"gml-2.1"
3564,3564009,13,6,1992,13,6,1992,1,4,2,65,17,4,1,1,0,"gml-2.1"
3564,3564010,17,6,1992,17,6,1992,1,34,3,220,17,4,1,1,0,"gml-2.1"
3564,3564011,21,7,1992,22,7,1992,2,6,2,88,17,4,1,1,0,"gml-2.1"
3564,3564012,28,7,1992,28,7,1992,1,11,2,32,17,4,1,1,0,"gml-2.1"
3564,3564013,8,8,1992,8,8,1992,1,107,-9,-9,17,4,1,1,0,"gml-2.1"
3564,3564014,23,11,1992,23,11,1992,1,30,1,2,17,4,1,1,0,"gml-2.1"
3564,3564015,23,12,1992,23,12,1992,1,12,-9,-9,17,4,1,1,0,"gml-2.1"
3564,3564016,4,1,1993,4,1,1993,1,-9,-9,-9,17,4,1,1,0,"gml-2.1"
3564,3564017,-9,2,1993,-9,2,1993,-9,-9,-9,-9,17,4,1,1,0,"gml-2.1"
3564,3564018,-9,4,1993,-9,4,1993,-9,-9,0,0,7,3,1,2,0,"gml-2.1"
3564,3564019,-9,4,1993,-9,4,1993,-9,-9,0,0,11,3,1,2,0,"gml-2.1"
3564,3564020,5,4,1993,7,4,1993,3,0,-9,-9,17,4,1,1,0,"gml-2.1"
3564,3564021,7,4,1993,7,4,1993,1,10,0,0,11,3,1,2,0,"gml-2.1"
3564,3564022,17,4,1993,17,4,1993,1,0,0,0,12,3,1,2,0,"gml-2.1"
3564,3564023,17,4,1993,17,4,1993,1,123,0,0,1,2,1,2,0,"gml-2.1"
3564,3564025,18,8,1993,18,8,1993,1,-9,-9,-9,16,4,1,1,0,"gml-2.1"
3564,3564026,-9,9,1993,-9,9,1993,-9,-9,0,0,7,3,1,2,0,"gml-2.1"
3564,3564027,3,9,1993,3,9,1993,1,0,0,0,8,3,1,2,0,"gml-2.1"
3564,3564028,3,9,1993,3,9,1993,1,0,0,0,11,3,1,2,0,"gml-2.1"
3564,3564029,3,9,1993,3,9,1993,1,0,0,0,8,3,1,2,0,"gml-2.1"
3564,3564030,3,9,1993,3,9,1993,1,0,0,0,7,3,1,2,0,"gml-2.1"
3564,3564031,3,9,1993,3,9,1993,1,0,0,0,11,3,1,2,0,"gml-2.1"
3564,3564032,3,9,1993,-9,9,1993,-9,-9,0,0,7,3,1,2,0,"gml-2.1"
3564,3564033,4,9,1993,4,9,1993,1,3,0,0,4,2,1,2,0,"gml-2.1"
3564,3564036,7,9,1993,7,9,1993,1,-9,-9,-9,16,4,1,2,0,"gml-2.1"
3568,3568001,7,10,1992,7,10,1992,1,90,0,0,17,4,1,1,0,"gml-2.1"
3568,3568002,5,1,1993,5,1,1993,1,2,0,0,16,4,1,1,0,"gml-2.1"
3568,3568003,7,1,1993,7,1,1993,1,3,0,0,1,2,1,2,1,"gml-2.1"
3568,3568004,10,1,1993,13,1,1993,4,-2,0,0,12,3,1,1,0,"gml-2.1"
3568,3568005,11,1,1993,11,1,1993,1,1,0,0,1,2,1,2,0,"gml-2.1"
3568,3568006,12,1,1993,13,1,1993,2,3,0,0,1,2,3,1,0,"gml-2.1"
3568,3568007,16,1,1993,17,1,1993,2,3,0,0,11,3,1,2,0,"gml-2.1"
3568,3568008,20,1,1993,20,1,1993,1,42,0,0,11,3,1,2,0,"gml-2.1"
3568,3568009,3,3,1993,4,3,1993,2,17,0,0,17,4,1,1,0,"gml-2.1"
3568,3568010,21,3,1993,21,3,1993,1,40,0,0,17,4,1,4,0,"gml-2.1"
3568,3568011,30,4,1993,30,4,1993,1,-9,0,0,17,4,1,1,0,"gml-2.1"
3568,3568012,-9,5,1993,-9,5,1993,-9,-9,0,0,11,3,1,2,0,"gml-2.1"
3568,3568013,4,6,1993,5,6,1993,2,2,0,0,16,4,1,1,0,"gml-2.1"
3568,3568014,7,6,1993,7,6,1993,1,133,0,0,11,3,1,1,0,"gml-2.1"
3568,3568015,18,10,1993,18,10,1993,1,23,0,0,17,4,1,1,0,"gml-2.1"
3568,3568016,10,11,1993,10,11,1993,1,10,0,0,17,4,1,1,0,"gml-2.1"
3568,3568017,20,11,1993,20,11,1993,1,43,0,0,16,4,1,1,0,"gml-2.1"
3568,3568018,2,1,1994,2,1,1994,1,-9,0,0,17,4,1,1,0,"gml-2.1"
4001,4001001,1,1,1994,1,1,1994,1,80,0,0,8,3,1,2,0,"gml-2.1"
4001,4001002,22,3,1994,22,3,1994,1,7,0,0,8,3,1,2,0,"gml-2.1"
4001,4001003,29,3,1994,29,3,1994,1,6,0,0,7,3,1,2,0,"gml-2.1"
4001,4001004,4,4,1994,4,4,1994,1,17,0,0,7,3,1,2,0,"gml-2.1"
4001,4001005,21,4,1994,21,4,1994,1,5,-9,-9,17,4,1,2,0,"gml-2.1"
4001,4001006,26,4,1994,26,4,1994,1,18,0,0,7,3,1,2,0,"gml-2.1"
4001,4001007,14,5,1994,14,5,1994,1,156,0,0,8,3,1,2,0,"gml-2.1"
4001,4001008,17,10,1994,17,10,1994,1,134,0,0,7,3,1,2,0,"gml-2.1"
4001,4001009,28,2,1995,28,2,1995,1,27,1,2,17,4,1,2,0,"gml-2.1"
4001,4001010,27,3,1995,27,3,1995,1,7,0,0,7,3,1,2,0,"gml-2.1"
4001,4001011,3,4,1995,3,4,1995,1,3,0,0,7,3,1,2,0,"gml-2.1"
4001,4001012,6,4,1995,6,4,1995,1,70,0,0,12,3,1,2,0,"gml-2.1"
4001,4001013,15,6,1995,15,6,1995,1,21,0,0,7,3,1,2,0,"gml-2.1"
4001,4001014,6,7,1995,6,7,1995,1,4,0,0,8,3,1,2,0,"gml-2.1"
4001,4001015,10,7,1995,10,7,1995,1,88,-9,-9,17,4,1,2,0,"gml-2.1"
4001,4001016,6,10,1995,6,10,1995,1,93,-9,-9,17,4,1,2,0,"gml-2.1"
4001,4001017,7,1,1996,7,1,1996,1,0,0,0,16,4,1,2,0,"gml-2.1"
4001,4001018,7,1,1996,7,1,1996,1,12,0,0,12,3,1,2,0,"gml-2.1"
4001,4001019,19,1,1996,19,1,1996,1,2,0,0,7,3,1,2,0,"gml-2.1"
4001,4001020,21,1,1996,21,1,1996,1,8,0,0,7,3,1,2,0,"gml-2.1"
4001,4001021,29,1,1996,29,1,1996,1,24,0,0,8,3,1,2,0,"gml-2.1"
4001,4001022,22,2,1996,22,2,1996,1,94,0,0,7,3,1,2,0,"gml-2.1"
4001,4001023,26,5,1996,26,5,1996,1,120,1,1,17,4,1,1,0,"gml-2.1"
4001,4001024,23,9,1996,23,9,1996,1,0,0,0,15,4,1,1,0,"gml-2.1"
4001,4001025,23,9,1996,23,9,1996,1,-9,-9,-9,17,4,1,1,0,"gml-2.1"
4002,4002001,8,2,1995,8,2,1995,1,8,0,0,7,3,1,2,0,"gml-2.1"
4002,4002002,16,2,1995,16,2,1995,1,4,0,0,8,3,1,2,0,"gml-2.1"
4002,4002003,20,2,1995,20,2,1995,1,9,0,0,7,3,1,2,0,"gml-2.1"
4002,4002004,1,3,1995,1,3,1995,1,-9,0,0,16,4,1,2,0,"gml-2.1"
4003,4003001,3,1,1996,4,1,1996,2,0,0,0,11,3,1,1,0,"gml-2.1"
4003,4003002,4,1,1996,4,1,1996,1,4,0,0,8,3,1,1,0,"gml-2.1"
4003,4003003,8,1,1996,8,1,1996,1,-9,0,0,7,3,1,2,0,"gml-2.1"
4004,4004001,24,1,1996,30,1,1996,7,0,0,0,14,4,1,1,0,"gml-2.1"
4004,4004002,30,1,1996,30,1,1996,1,-9,0,0,11,3,1,1,0,"gml-2.1"
4005,4005001,25,6,1995,25,6,1995,1,-9,0,0,17,4,1,4,0,"gml-2.1"
4006,4006001,20,5,1996,22,5,1996,3,-9,0,0,8,3,1,4,0,"gml-2.1"
4007,4007001,17,9,1993,17,9,1993,1,51,1,3,17,4,1,1,0,"gml-2.1"
4007,4007002,7,11,1993,7,11,1993,1,64,1,3,17,4,1,1,0,"gml-2.1"
4007,4007003,10,1,1994,12,1,1994,3,120,0,0,17,4,1,1,0,"gml-2.1"
4007,4007004,12,5,1994,12,5,1994,1,140,0,0,16,4,1,1,0,"gml-2.1"
4007,4007005,29,9,1994,29,9,1994,1,6,0,0,16,4,1,1,0,"gml-2.1"
4007,4007006,5,10,1994,5,10,1994,1,13,0,0,16,4,1,1,0,"gml-2.1"
4007,4007007,18,10,1994,18,10,1994,1,49,0,0,16,4,1,1,0,"gml-2.1"
4007,4007008,6,12,1994,12,12,1994,7,-1,1,1,16,4,1,1,0,"gml-2.1"
4007,4007009,11,12,1994,11,12,1994,1,11,0,0,16,4,1,1,0,"gml-2.1"
4007,4007010,22,12,1994,29,12,1994,8,9,0,0,16,4,1,1,0,"gml-2.1"
4007,4007011,7,1,1995,7,1,1995,1,10,0,0,8,3,1,1,0,"gml-2.1"
4007,4007012,17,1,1995,23,1,1995,7,6,1,1,16,4,1,1,0,"gml-2.1"
4007,4007013,29,1,1995,29,1,1995,1,22,-9,-9,17,4,1,1,0,"gml-2.1"
4007,4007014,20,2,1995,20,2,1995,1,50,0,0,16,4,1,1,0,"gml-2.1"
4007,4007015,11,4,1995,11,4,1995,1,6,1,1,16,4,1,1,0,"gml-2.1"
4007,4007016,17,4,1995,17,4,1995,1,37,-9,-9,17,4,1,1,0,"gml-2.1"
4007,4007017,24,5,1995,24,5,1995,1,3,0,0,16,4,1,1,0,"gml-2.1"
4007,4007018,27,5,1995,27,5,1995,1,2,0,0,16,4,1,1,0,"gml-2.1"
4007,4007019,29,5,1995,29,5,1995,1,42,-9,-9,16,4,1,1,0,"gml-2.1"
4007,4007020,10,7,1995,10,7,1995,1,36,-9,-9,17,4,1,1,0,"gml-2.1"
4007,4007021,15,8,1995,15,8,1995,1,1,0,0,16,4,1,1,0,"gml-2.1"
4007,4007022,16,8,1995,16,8,1995,1,164,0,0,16,4,1,1,0,"gml-2.1"
4007,4007023,27,1,1996,30,1,1996,4,2,-9,-9,17,4,1,1,0,"gml-2.1"
4007,4007024,1,2,1996,1,2,1996,1,10,0,0,8,3,1,1,0,"gml-2.1"
4007,4007025,11,2,1996,11,2,1996,1,6,-9,-9,17,4,1,1,0,"gml-2.1"
4007,4007026,17,2,1996,18,2,1996,2,4,0,0,16,4,1,1,0,"gml-2.1"
4007,4007027,22,2,1996,22,2,1996,1,107,-9,-9,17,4,1,1,0,"gml-2.1"
4007,4007028,8,6,1996,30,6,1996,23,69,-9,-9,17,4,1,1,0,"gml-2.1"
4007,4007029,7,9,1996,7,9,1996,1,40,0,0,17,4,1,1,0,"gml-2.1"
4007,4007030,17,10,1996,17,10,1996,1,174,0,0,16,4,1,1,0,"gml-2.1"
4007,4007031,9,4,1997,14,4,1997,6,130,-9,-9,17,4,1,1,0,"gml-2.1"
4007,4007032,22,8,1997,26,8,1997,5,7,3,146,17,4,1,1,0,"gml-2.1"
4007,4007033,2,9,1997,7,9,1997,6,20,-9,-9,17,4,1,1,0,"gml-2.1"
4007,4007034,27,9,1997,4,10,1997,8,98,2,56,17,4,1,1,0,"gml-2.1"
4007,4007035,10,1,1998,10,1,1998,1,14,0,0,16,4,1,1,0,"gml-2.1"
4007,4007036,24,1,1998,24,1,1998,1,95,-9,-9,16,4,1,1,0,"gml-2.1"
4007,4007037,29,4,1998,30,4,1998,2,20,-9,-9,17,4,1,1,0,"gml-2.1"
4007,4007038,20,5,1998,26,5,1998,7,2,-9,-9,17,4,1,1,0,"gml-2.1"
4007,4007039,28,5,1998,28,5,1998,1,26,0,0,8,3,1,4,0,"gml-2.1"
4007,4007040,23,6,1998,2,7,1998,10,15,-9,-9,17,4,1,1,0,"gml-2.1"
4007,4007041,17,7,1998,17,7,1998,1,87,-9,-9,16,4,1,1,0,"gml-2.1"
4007,4007042,12,10,1998,6,12,1998,56,44,-9,-9,17,4,1,1,0,"gml-2.1"
4007,4007043,19,1,1999,19,1,1999,1,70,-9,-9,17,4,1,1,0,"gml-2.1"
4007,4007044,30,3,1999,30,3,1999,1,40,-9,-9,17,4,1,1,0,"gml-2.1"
4007,4007045,9,5,1999,17,7,1999,70,-9,6,1108,20,5,1,1,0,"gml-2.1"
4008,4008001,31,5,1995,31,5,1995,1,-9,1,2,17,4,1,1,0,"gml-2.1"
4009,4009001,-9,10,1995,-9,10,1995,-9,-9,0,0,12,3,1,4,0,"gml-2.1"
4009,4009002,8,10,1995,8,10,1995,1,-9,0,0,12,3,1,4,0,"gml-2.1"
4009,4009003,-9,10,1995,-9,10,1995,-9,-9,0,0,15,4,1,4,0,"gml-2.1"
4010,4010001,26,1,1993,20,2,1993,26,-9,0,0,11,3,1,2,0,"gml-2.1"
4011,4011001,8,4,1995,8,4,1995,1,1,0,0,15,4,1,2,0,"gml-2.1"
4011,4011002,9,4,1995,9,4,1995,1,50,0,0,17,4,1,2,0,"gml-2.1"
4011,4011003,29,5,1995,2,6,1995,5,-2,0,0,15,4,1,2,0,"gml-2.1"
4011,4011004,31,5,1995,31,5,1995,1,13,0,0,17,4,1,2,0,"gml-2.1"
4011,4011005,13,6,1995,13,6,1995,1,-9,0,0,11,3,1,2,0,"gml-2.1"
4012,4012001,22,12,1995,22,12,1995,1,-9,0,0,1,2,1,2,0,"gml-2.1"
4013,4013001,9,1,1995,11,1,1995,3,-2,0,0,17,4,1,1,0,"gml-2.1"
4013,4013002,9,1,1995,9,1,1995,1,14,0,0,15,4,1,1,0,"gml-2.1"
4013,4013003,23,1,1995,23,1,1995,1,3,0,0,12,3,1,1,0,"gml-2.1"
4013,4013004,26,1,1995,2,3,1995,36,-34,4,-9,17,4,1,1,0,"gml-2.1"
4013,4013005,27,1,1995,27,1,1995,1,1,0,0,10,3,1,1,0,"gml-2.1"
4013,4013006,28,1,1995,28,1,1995,1,0,0,0,7,3,1,1,0,"gml-2.1"
4013,4013007,28,1,1995,28,1,1995,1,1,0,0,12,3,1,1,0,"gml-2.1"
4013,4013008,29,1,1995,31,1,1995,3,37,0,0,11,3,1,1,0,"gml-2.1"
4013,4013009,9,3,1995,11,3,1995,3,11,1,4,17,4,1,1,0,"gml-2.1"
4013,4013010,22,3,1995,22,3,1995,1,5,0,0,17,4,1,1,0,"gml-2.1"
4013,4013011,27,3,1995,27,3,1995,1,43,1,-9,17,4,1,1,0,"gml-2.1"
4013,4013012,9,5,1995,9,5,1995,1,-9,-9,-9,17,4,1,1,0,"gml-2.1"
4014,4014001,15,10,1993,15,10,1993,1,1,0,0,12,3,1,1,0,"gml-2.1"
4014,4014002,16,10,1993,16,10,1993,1,-9,0,0,11,3,1,1,0,"gml-2.1"
4015,4015001,25,8,1995,25,8,1995,1,-9,0,0,12,3,1,1,0,"gml-2.1"
4015,4015002,-9,9,1995,-9,9,1995,-9,-9,0,0,12,3,1,1,0,"gml-2.1"
4015,4015003,23,9,1995,23,9,1995,1,-9,0,0,11,3,1,1,0,"gml-2.1"
4016,4016001,18,10,1993,29,9,1994,347,-123,0,0,13,4,6,3,0,"gml-2.1"
4016,4016002,29,5,1994,29,9,1994,124,-9,0,0,13,4,1,3,0,"gml-2.1"
4016,4016003,-9,6,1994,-9,6,1994,-9,-9,0,0,7,3,1,3,0,"gml-2.1"
4016,4016004,13,7,1994,-9,7,1994,-9,-9,0,0,7,3,1,3,0,"gml-2.1"
4016,4016005,31,7,1994,31,7,1994,1,-9,0,0,1,2,1,3,0,"gml-2.1"
4016,4016006,-9,8,1994,-9,8,1994,-9,-9,0,0,7,3,1,2,0,"gml-2.1"
4016,4016007,-9,9,1994,-9,10,1994,-9,-9,0,0,7,3,1,3,0,"gml-2.1"
4016,4016008,7,9,1994,12,9,1994,6,-2,0,0,7,3,1,3,0,"gml-2.1"
4016,4016009,10,9,1994,18,9,1994,9,-7,0,0,7,3,1,3,0,"gml-2.1"
4016,4016010,11,9,1994,11,9,1994,1,3,0,0,1,2,1,3,0,"gml-2.1"
4016,4016011,14,9,1994,14,9,1994,1,1,0,0,1,2,1,3,0,"gml-2.1"
4016,4016012,15,9,1994,15,9,1994,1,0,0,0,1,2,1,3,0,"gml-2.1"
4016,4016013,15,9,1994,15,9,1994,1,2,0,0,10,3,1,3,0,"gml-2.1"
4016,4016014,17,9,1994,17,9,1994,1,-9,0,0,1,2,1,3,0,"gml-2.1"
4017,4017001,12,8,1993,13,8,1993,2,-9,0,0,11,3,1,4,0,"gml-2.1"
4018,4018001,-9,1,1993,-9,4,1993,-9,-9,-9,-9,17,4,1,2,0,"gml-2.1"
4019,4019001,-9,4,1995,-9,4,1995,-9,-9,0,0,16,4,1,4,0,"gml-2.1"
4020,4020001,10,1,1995,10,1,1995,1,112,0,0,16,4,1,1,0,"gml-2.1"
4020,4020002,2,5,1995,2,5,1995,1,96,0,0,16,4,1,1,0,"gml-2.1"
4020,4020003,6,8,1995,6,8,1995,1,26,0,0,16,4,1,1,0,"gml-2.1"
4020,4020004,1,9,1995,3,9,1995,3,4,0,0,7,3,1,1,0,"gml-2.1"
4020,4020005,7,9,1995,7,9,1995,1,9,0,0,7,3,1,1,0,"gml-2.1"
4020,4020006,16,9,1995,16,9,1995,1,-9,0,0,7,3,1,1,0,"gml-2.1"
4021,4021001,3,3,1993,18,3,1993,16,-10,0,0,7,3,2,2,0,"gml-2.1"
4021,4021002,8,3,1993,24,3,1993,17,-16,0,0,8,3,1,2,0,"gml-2.1"
4021,4021003,8,3,1993,24,3,1993,17,-15,0,0,8,3,1,2,0,"gml-2.1"
4021,4021004,9,3,1993,18,3,1993,10,-5,0,0,7,3,2,2,0,"gml-2.1"
4021,4021005,13,3,1993,13,3,1993,1,-9,0,0,8,3,1,2,0,"gml-2.1"
4022,4022001,5,11,1993,9,11,1993,5,-4,0,0,8,3,1,2,0,"gml-2.1"
4022,4022028,5,11,1993,9,11,1993,5,-2,0,0,8,3,1,2,0,"gml-2.1"
4022,4022002,7,11,1993,7,11,1993,1,97,0,0,1,2,1,2,0,"gml-2.1"
4022,4022004,12,2,1994,12,2,1994,1,-9,0,0,4,2,1,2,0,"gml-2.1"
4022,4022006,-9,3,1994,-9,3,1994,-9,-9,0,0,4,2,1,2,0,"gml-2.1"
